Strongs,Lgg,X,Word,Pos_Long,Pos_Abbv,Transliteration,Meaning
H4367,H,4367,מַכנַדבַּי,name,n/p.,Maknadbay (mak-nad-bah'-ee),"1. what (is) like (a) liberal (man)? 2. Maknadbai, an Israelite [from H4100 and H5068 with a particle interposed] KJV: Machnadebai. Root(s): H4100, H5068"
H4368,H,4368,מְכוֹנָה,name/l.,n/l.,Mkonah (mek-o-naw'),"1. a base 2. Mekonah, a place in Israel [the same as H4350] KJV: Mekonah. Root(s): H4350"
H4369,H,4369,מְכוּנָה,noun fem,n-f.,mkunah (mek-oo-naw'),"1. a spot [the same as H4350] KJV: base. Root(s): H4350"""
H4370,H,4370,מִכנָס,noun masc,n-m.,miknac (mik-nawce'),"1. (only in dual) drawers (from concealing the private parts) [from H3647 in the sense of hiding] KJV: breeches. Root(s): H3647"""
H4371,H,4371,מֶכֶס,noun masc,n-m.,mekec (meh'-kes),"1. an assessment (as based upon a census) [probably from an unused root meaning to enumerate] KJV: tribute."""
H4372,H,4372,מִכסֶה,noun masc,n-m.,mikceh (mik-seh'),"1. a covering, i.e. weather-boarding [from H3680] KJV: covering. Root(s): H3680"
H4373,H,4373,מִכסָה,noun fem,n-f.,mikcah (mik-saw'),"1. an enumeration 2. (by implication) a valuation [feminine of H4371] KJV: number, worth. Root(s): H4371"
H4374,H,4374,מְכַסֶּה,noun masc,n-m.,mkacceh (mek-as-seh'),"1. a covering, i.e. garment 2. specifically, a coverlet (for a bed), an awning (from the sun) 3. also the omentum (as covering the intestines) [from H3680] KJV: clothing, to cover, that which covereth. Root(s): H3680"
H4375,H,4375,מַכפֵּלָה,name/l.,n/l.,Makpelah (mak-pay-law'),"1. a fold 2. Makpelah, a place in Israel [from H3717] KJV: Machpelah. Root(s): H3717"
H4376,H,4376,מָכַר,verb,v.,makar (maw-kar'),"1. to sell, literally (as merchandise, a daughter in marriage, into slavery), or figuratively (to surrender) [a primitive root] KJV: X at all, sell (away, -er, self). [?]"
H4377,H,4377,מֶכֶּר,noun masc,n-m.,meker (meh'-ker),"1. merchandise 2. also value [from H4376] KJV: pay, price, ware. Root(s): H4376"
H4378,H,4378,מַכָּר,noun masc,n-m.,makkar (mak-kawr'),"1. an acquaintance [from H5234] KJV: acquaintance. Root(s): H5234"""
H4379,H,4379,מִכרֶה,noun masc,n-m.,mikreh (mik-reh'),"1. a pit (for salt) [from H3738] KJV: (salt-)pit. Root(s): H3738"""
H4380,H,4380,מְכֵרָה,noun fem,n-f.,mkerah (mek-ay-raw'),"1. a sword [probably from the same as H3564 in the sense of stabbing] KJV: habitation. Root(s): H3564"""
H4381,H,4381,מִכרִי,name,n/p.,Mikriy (mik-ree'),"1. salesman 2. Mikri, an Israelite [from H4376] KJV: Michri. Root(s): H4376"
H4382,H,4382,מְכֵרָתִי,adjective,adj.,Mkerathiy (mek-ay-raw-thee'),"1. Mecherathite [patrial from an unused name (the same as H4380) of a place in Israel] Root(s): H4380"""
H4383,H,4383,מִכשׁוֹל מִכשׁוֹל,noun masc,n-m.,mikshowl (mik-shole') (or mikshol {mik-shole'}),"1. a stumbling-block, literally or figuratively (obstacle, enticement (specifically an idol), scruple) [masculine from H3782] KJV: caused to fall, offence, X (no-)thing offered, ruin, stumbling-block. Root(s): H3782"
H4384,H,4384,מַכשֵׁלָה,noun fem,n-f.,makshelah (mak-shay-law'),"1. a stumbling-block, but only figuratively (fall, enticement (idol)) [feminine from H3782] KJV: ruin, stumbling-block. Root(s): H3782"
H4385,H,4385,מִכתָּב,noun masc,n-m.,miktab (mik-tawb'),"1. a thing written, the characters, or a document (letter, copy, edict, poem) [from H3789] KJV: writing. Root(s): H3789"
H4386,H,4386,מְכִתּתָּה,noun masc,n-m.,mkittah (mek-it-taw'),"1. a fracture [from H3807] KJV: bursting. Root(s): H3807"""
H4387,H,4387,מִכתָּם,noun masc,n-m.,miktam (mik-tawm'),"1. an engraving, i.e. (techn.) a poem [from H3799] KJV: Michtam. Root(s): H3799"
H4388,H,4388,מַכתֵּשׁ,noun masc,n-m.,maktesh (mak-taysh'),"1. a mortar 2. by analogy, a socket (of a tooth) [from H3806] KJV: hollow place, mortar. Root(s): H3806"
H4389,H,4389,מַכתֵּשׁ,noun masc,n-m.,Maktesh (mak-taysh'),"1. dell 2. the Maktesh, a place in Jerusalem [the same as H4388] KJV: Maktesh. Root(s): H4388"
H4390,H,4390,מָלֵא מָלָא,verb,v.,male' (maw-lay') (or malae (Esth. 7),"1. to fill or (intransitively) be full of, in a wide application (literally and figuratively) [a primitive root] KJV: accomplish, confirm, + consecrate, be at an end, be expired, be fenced, fill, fulfil, (be, become, X draw, give in, go) full(-ly, -ly set, tale), (over-)flow, fulness, furnish, gather (selves, together), presume, replenish, satisfy, set, space, take a (hand-)full, + have wholly."
A4391,A,4391,מְלָא,verb,v.,mla' (mel-aw'),"1. to fill [(Aramaic) corresponding to H4390] KJV: fill, be full. Root(s): H4390"
H4392,H,4392,מָלֵא,adjective,adj.,male' (maw-lay'),"1. full (literally or figuratively) 2. (literally) filling 3. (concretely) fulness 4. (adverbially) fully [from H4390] KJV: X she that was with child, fill(-ed, -ed with), full(-ly), multitude, as is worth. Root(s): H4390"
H4393,H,4393,מְלוֹא מְלוֹא מְלוֹ,noun masc,n-m.,mlo' (mel-o') (rarely mlowf {mel-o'} or mlow (Ezekiel 41),"1. fullness (literally or figuratively) [from H4390] KJV: X all along, X all that is (there-)in, fill, (X that whereof...was) full, fullness, (hand- )full, multitude. Root(s): H4390"
H4394,H,4394,מִלּוּא,noun masc,n-m.,millu' (mil-loo'),"1. a fulfilling (only in plural) 2. (literally) a setting (of gems) 3. (technically) consecration 4. (concretely) a dedicatory sacrifice [from H4390] KJV: consecration, be set. Root(s): H4390"
H4395,H,4395,מְלֵאָה,noun fem,n-f.,mle'ah (mel-ay-aw'),"1. something fulfilled, i.e. abundance (of produce) [feminine of H4392] KJV: (first of ripe) fruit, fulness. Root(s): H4392"
H4396,H,4396,מִלּוּאָה,noun fem,n-f.,millu'ah (mil-loo-aw'),"1. a filling, i.e. setting (of gems) [feminine of H4394] KJV: inclosing, setting. Root(s): H4394"
H4397,H,4397,מַלאָך,noun masc,n-m.,mal'ak (mal-awk'),"1. a messenger 2. specifically, of God, i.e. an angel (also a prophet, priest or teacher) [from an unused root meaning to despatch as a deputy] KJV: ambassador, angel, king, messenger."
A4398,A,4398,מַלאַך,noun masc,n-m.,mal'ak (mal-ak'),"1. an angel [(Aramaic) corresponding to H4397] KJV: angel. Root(s): H4397"""
H4399,H,4399,מְלָאכָּה,noun fem,n-f.,mla'kah (mel-aw-kaw'),"1. (properly) deputyship, i.e. ministry 2. (generally) employment (never servile) 3. (abstractly or concretely) work 4. (as the result of labor) property [from the same as H4397] KJV: business, + cattle, + industrious, occupation, (+ -pied), + officer, thing (made), use, (manner of) work((-man), -manship). Root(s): H4397"
H4400,H,4400,מַלאֲכוּת,noun fem,n-f.,mal'akuwth (mal-ak-ooth'),"1. a message [from the same as H4397] KJV: message. Root(s): H4397"""
H4401,H,4401,מַלאָכִי,name,n/p.,Mal`akiy (mal-aw-kee'),"1. ministrative 2. Malaki, a prophet [from the same as H4397] KJV: Malachi. Root(s): H4397"
H4402,H,4402,מִלֵּאתּ,noun fem,n-f.,mille'th (mil-layth'),"1. fulness 2. (concretely) a plump socket (of the eye) [from H4390] KJV: X fitly. Root(s): H4390"""
H4403,H,4403,מַלבּוּשׁ מַלבּוּשׁ,noun masc,n-m.,malbuwsh (mal-boosh') (or malbush {mal-boosh'}),"1. a garment, or (collectively) clothing [from H3847] KJV: apparel, raiment, vestment. Root(s): H3847"
H4404,H,4404,מַלבֵּן,noun masc,n-m.,malben (mal-bane'),"1. a brick-kiln [from H3835 (denominative)] KJV: brickkiln. Root(s): H3835"""
H4405,H,4405,מִלָּה מִלֶּה,noun fem,n-f.,millah (mil-law'),"1. a word 2. collectively, a discourse 3. (figuratively) a topic [from H4448 (plural masculine as if from milleh {mil-leh'}] KJV: + answer, by-word, matter, any thing (what) to say, to speak(-ing), speak, talking, word. Root(s): H4448"
A4406,A,4406,מִלָּה,noun fem,n-f.,millah (mil-law'),"1. a word, command, discourse, or subject [(Aramaic) corresponding to H4405] KJV: commandment, matter, thing. word. Root(s): H4405"
H4407,H,4407,מִלּוֹא מִלּוֹא,name,n/p.,millow' (mil-lo') (or mil-loe (2 Kings 12),"1. a rampart (as filled in), i.e. the citadel [from H4390] KJV: Millo. See also H1037. Root(s): H4390 See also: H1037"
H4408,H,4408,מַלּוַּח,noun masc,n-m.,malluwach (mal-loo'-akh),"1. sea-purslain (from its saltness) [from H4414] KJV: mallows. Root(s): H4414"""
H4409,H,4409,מַלּוּך מַלוּכִי,name,n/p.,Malluwk (mal-luke') (or Malluwkiy (Neh. 12),"1. remnant 2. Malluk, the name of five Israelites [from H4427] KJV: Malluch, Melichu (from the margin). Root(s): H4427"
H4410,H,4410,מְלוּכָה,noun fem,n-f.,mluwkah (mel-oo-kaw'),"1. something ruled, i.e. a realm [feminine passive participle of H4427] KJV: kingsom, king's, X royal. Root(s): H4427"
H4411,H,4411,מָלוֹן,noun masc,n-m.,malown (maw-lone'),"1. a lodgment, i.e. caravanserai or encampment [from H3885] KJV: inn, place where...lodge, lodging (place). Root(s): H3885"
H4412,H,4412,מְלוּנָה,noun fem,n-f.,mluwnah (mel-oo-naw'),"1. a hut, a hammock [feminine from H3885] KJV: cottage, lodge. Root(s): H3885"
H4413,H,4413,מַלּוֹתִי,name,n/p.,Mallowthiy (mal-lo'-thee),"1. I have talked (i.e. loquacious) 2. Mallothi, an Israelite [apparently from H4448] KJV: Mallothi. Root(s): H4448"
H4414,H,4414,מָלַח,verb-stem,v.,malach (maw-lakh'),"1. (properly) to rub to pieces or pulverize 2. (intransitively) to disappear as dust 3. (as denominative from H4417) to salt whether internally (to season with salt) or externally (to rub with salt) [a primitive root] KJV: X at all, salt, season, temper together, vanish away. See also: H4417"
A4415,A,4415,מְלַח,verb,v.,mlach (mel-akh'),"1. to eat salt 2. (generally) to subsist [(Aramaic) corresponding to H4414] KJV: + have maintenance. Root(s): H4414"""
A4416,A,4416,מְלַח,noun masc,n-m.,mlach (mel-akh'),"1. salt [(Aramaic) from H4415] KJV: + maintenance, salt. Root(s): H4415"
H4417,H,4417,מֶלַח,noun masc,n-m.,melach (meh'-lakh),"1. (properly) powder, i.e. (specifically) salt (as easily pulverized and dissolved [from H4414] KJV: salt((-pit)). Root(s): H4414"
H4418,H,4418,מָלָח,noun masc,n-m.,malach (maw-lawkh'),"1. a rag or old garment [from H4414 in its original sense] KJV: rotten rag. Root(s): H4414"""
H4419,H,4419,מַלָּח,noun masc,n-m.,mallach (mal-lawkh'),"1. a sailor (as following ""the salt"") [from H4414 in its second. sense] KJV: mariner. Root(s): H4414"
H4420,H,4420,מְלֵחָה,noun fem,n-f.,mlechah (mel-ay-khaw'),"1. (properly) salted (i.e. land (H0776 being understood)), i.e. a desert [from H4414 (in its denominative sense)] KJV: barren land(-ness), salt (land). Root(s): H4414 See also: H776"
H4421,H,4421,מִלחָמָה,noun fem,n-f.,milchamah (mil-khaw-maw'),"1. a battle (i.e. the engagement) 2. (generally) war (i.e. warfare) [from H3898 (in the sense of fighting)] KJV: battle, fight(-ing), war((-rior)). Root(s): H3898"
H4422,H,4422,מָלַט,verb,v.,malat (maw-lat'),"1. (properly) to be smooth 2. (by implication) to escape (as if by slipperiness) 3. causatively, to release or rescue 4. specifically, to bring forth young, emit sparks [a primitive root] KJV: deliver (self), escape, lay, leap out, let alone, let go, preserve, save, X speedily, X surely."
H4423,H,4423,מֶלֶט,noun masc,n-m.,melet (meh'-let),"1. clay [from H4422, cement (from its plastic smoothness)] Root(s): H4422"
H4424,H,4424,מְלַטיָה,name,n/p.,Mlatyah (mel-at-yaw'),"1. (whom) Jah has delivered 2. Melatjah, a Gibeonite [from H4423 and H3050] KJV: Melatiah. Root(s): H4423, H3050"
H4425,H,4425,מְלִילָה,noun fem,n-f.,mliylah (mel-ee-law'),"1. a head of grain (as cut off) [from H4449 (in the sense of cropping)] KJV: ear. Root(s): H4449 Compare: H4135"""
H4426,H,4426,מְלִיצָּה,noun fem,n-f.,mliytsah (mel-ee-tsaw'),"1. an aphorism 2. also a satire [from H3887] KJV: interpretation, taunting. Root(s): H3887"
H4427,H,4427,מָלַך,verb,v.,malak (maw-lak'),"1. to reign 2. (inceptively) to ascend the throne 3. (causatively) to induct into royalty 4. (hence, by implication) to take counsel [a primitive root] KJV: consult, X indeed, be (make, set a, set up) king, be (make) queen, (begin to, make to) reign(-ing), rule, X surely."
H4428,H,4428,מֶלֶך,noun masc,n-m.,melek (meh'-lek),"1. a king [from H4427] KJV: king, royal. Root(s): H4427"
H4429,H,4429,מֶלֶך,name,n/p.,Melek (meh'-lek),"1. king 2. Melek, the name of two Israelites [the same as H4428] KJV: Melech, Hammelech (by including the article). Root(s): H4428"
A4430,A,4430,מֶלֶך,noun masc,n-m.,melek (meh'-lek),"1. a king [(Aramaic) corresponding to H4428] KJV: king, royal. Root(s): H4428"
A4431,A,4431,מְלַך,noun masc,n-m.,mlak (mel-ak'),"1. counsel [(Aramaic) from a root corresponding to H4427 in the sense of consultation] Root(s): H4427"""
H4432,H,4432,מוֹלֶך,name,n/p.,Molek (mo'-lek),"1. Molek (i.e. king), the chief deity of the Ammonites [from H4427] KJV: Molech. Root(s): H4427 Compare: H4445"
A4433,A,4433,מַלכָּא,noun fem,n-f.,malka' (mal-kaw'),"1. a queen [(Aramaic) corresponding to H4436] KJV: queen. Root(s): H4436"""
H4434,H,4434,מַלכּוֹדֶת,noun fem,n-f.,malkodeth (mal-ko'-deth),"1. a snare [from H3920] KJV: trap. Root(s): H3920"""
H4435,H,4435,מִלכָּה,name,n/p.,Milkah (mil-kaw'),"1. queen 2. Milcah, the name of a Hebrewess and of an Israelite [a form of H4436] KJV: Milcah. Root(s): H4436"
H4436,H,4436,מַלכָּה,noun fem,n-f.,malkah (mal-kaw'),"1. a queen [feminine of H4428] KJV: queen. Root(s): H4428"""
A4437,A,4437,מַלכּוּ,noun fem,n-f.,malkuw (mal-koo'),"1. dominion {abstractly or concretely} [(Aramaic) corresponding to H4438] KJV: kingdom, kingly, realm, reign. Root(s): H4438"
H4438,H,4438,מַלכּוּת מַלכּוּת מַלכּוּיָה,noun fem,n-f.,malkuwth (mal-kooth') (or malkuth {mal-kooth'} or (in plural) malkuyah {mal-koo-yah'};),"1. a rule 2. (concretely) a dominion [from H4427] KJV: empire, kingdom, realm, reign, royal. Root(s): H4427"
H4439,H,4439,מַלכִּיאֵל,name,n/p.,Malkiy'el (mal-kee-ale'),"1. king of (i.e. appointed by) God 2. Malkiel, an Israelite [from H4428 and H410] KJV: Malchiel. Root(s): H4428, H410"
H4440,H,4440,מַלכִּיאֵלִי,adjective,adj.,Malkiy'eliy (mal-kee-ay-lee'),"1. a Malkielite or descendant of Malkiel [patronymical from H4439] KJV: Malchielite. Root(s): H4439"""
H4441,H,4441,מַלכִּיָה מַלכִּיָהוּ,name,n/p.,Malkiyah (mal-kee-yaw') (or Malkiyahuw (Jer. 38),"1. king of (i.e. appointed by) Jah 2. Malkijah, the name of ten Israelites [from H4428 and H3050] KJV: Malchiah, Malchijah. Root(s): H4428, H3050"
H4442,H,4442,מַלכִּי ־ צֶּדֶק,name,n/p.,Malkiy-Tsedeq (mal-kee-tseh'-dek),"1. king of right 2. Malki-Tsedek, an early king in Israel [from H4428 and H6664] KJV: Melchizedek. Root(s): H4428, H6664"
H4443,H,4443,מַלכִּירָם,name,n/p.,Malkiyram (mal-kee-rawm'),"1. king of a high one (i.e. of exaltation) 2. Malkiram, an Israelite [from H4428 and H7311] KJV: Malchiram. Root(s): H4428, H7311"
H4444,H,4444,מַלכִּישׁוַּע,name,n/p.,Malkiyshuwa` (mal-kee-shoo'-ah),"1. king of wealth 2. Malkishua, an Israelite [from H4428 and H7769] KJV: Malchishua. Root(s): H4428, H7769"
H4445,H,4445,מַלכָּם מִלכּוֹם,name,n/p.,Malkam (mal-kawm') (or Milkowm {mil-kome'}),"1. Malcam or Milcom, the national idol of the Ammonites [from H4428 for H4432] KJV: Malcham, Milcom. Root(s): H4428, H4432"
H4446,H,4446,מְלֶכֶת,noun fem,n-f.,mleketh (mel-eh'-keth),"1. a queen [from H4427] KJV: queen. Root(s): H4427"""
H4447,H,4447,מוֹלֶכֶת,name,n/p.,Moleketh (mo-leh'-keth),"1. queen 2. Moleketh, an Israelitess [feminine active participle of H4427] KJV: Hammoleketh (including the article). Root(s): H4427"
H4448,H,4448,מָלַל,verb-stem,v.,malal (maw-lal'),"1. to speak (mostly poetical) or say [a primitive root] KJV: say, speak, utter."
A4449,A,4449,מְלַל,verb,v.,mlal (mel-al'),"1. to speak [(Aramaic) corresponding to H4448] KJV: say, speak(-ing). Root(s): H4448"
H4450,H,4450,מִלֲלַי,name,n/p.,Milalay (mee-lal-ah'-ee),"1. talkative 2. Milalai, an Israelite [from H4448] KJV: Milalai. Root(s): H4448"
H4451,H,4451,מַלמָד,noun masc,n-m.,malmad (mal-mawd'),"1. a goad for oxen [from H3925] KJV: goad. Root(s): H3925"""
H4452,H,4452,מָלַץ,verb-stem,v.,malats (maw-lats'),"1. to be smooth, i.e. (figuratively) pleasant [a primitive root] KJV: be sweet."
H4453,H,4453,מֶלצָּר,noun masc,n-m.,meltsar (mel-tsawr'),"1. the butler or other officer in the Babylonian court [of Persian derivation] KJV: Melzar."""
H4454,H,4454,מָלַק,verb-stem,v.,malaq (maw-lak'),"1. to crack a joint 2. (by implication) to wring the neck of a fowl (without separating it) [a primitive root] KJV: wring off."""
H4455,H,4455,מַלקוַֹח,noun masc,n-m.,malqowach (mal-ko'-akh),"1. transitively (in dual) the jaws (as taking food) 2. intransitively, spoil (and captives) (as taken) [from H3947] KJV: booty, jaws, prey. Root(s): H3947"
H4456,H,4456,מַלקוֹשׁ,noun masc,n-m.,malqowsh (mal-koshe'),"1. the spring rain 2. (figuratively) eloquence [from H3953] KJV: latter rain. Root(s): H3953 Compare: H3954"""
H4457,H,4457,מֶלקָח מַלקָח,noun masc,n-m.,melqach (mel-kawkh') (or malqach {mal-kawkh'}),"1. (only in dual) tweezers [from H3947] KJV: snuffers, tongs. Root(s): H3947"
H4458,H,4458,מֶלתָּחָה,noun fem,n-f.,meltachah (mel-taw-khaw'),"1. a wardrobe (i.e. room where clothing is spread) [from an unused root meaning to spread out] KJV: vestry."""
H4459,H,4459,מַלתָּעָה,noun fem,n-f.,malta`ah (mal-taw-aw'),"1. a grinder, i.e. back tooth [transp. for H4973] KJV: great tooth. Root(s): H4973"
H4460,H,4460,מַמְּגוּרָה,noun fem,n-f.,mammgurah (mam-meg-oo-raw'),"1. a granary [from H4048 (in the sense of depositing)] KJV: barn. Root(s): H4048"""
H4461,H,4461,מֵמַד,noun masc,n-m.,memad (may-mad'),"1. a measure [from H4058] KJV: measure. Root(s): H4058"""
H4462,H,4462,מְמוּכָן מוֹמוּכָן,name,n/p.,Mmuwkan (mem-oo-kawn') (or (transp.) Mowmukan (Esth. 1),"1. Memucan or Momucan, a Persian satrap [of Persian derivation] KJV: Memucan."
H4463,H,4463,מָמוֹת,noun masc,n-m.,mamowth (maw-mothe'),"1. a mortal disease 2. (concretely) a corpse [from H4191] KJV: death. Root(s): H4191"""
H4464,H,4464,מַמזֵר,noun masc,n-m.,mamzer (mam-zare'),"1. a mongrel, i.e. born of a Jewish father and a heathen mother [from an unused root meaning to alienate] KJV: bastard."
H4465,H,4465,מִמכָּר,noun masc,n-m.,mimkar (mim-kawr'),"1. merchandise 2. abstractly, a selling [from H4376] KJV: X ought, (that which cometh of) sale, that which...sold, ware. Root(s): H4376"
